"canicular","of, like or pertaining to the dog star","adjective"
"cannel","bevel on the edge of a chisel","noun"
"cannikin","small can or drinking vessel","noun"
"canoness","woman living in a community under a religious rule","noun"
"canorous","musical; singing; resonant","adjective"
"cantatrice","female singer","noun"
"canterbury","stand with divisions for holding books or music","noun"
"canticle","short holy song or sung prayer","noun"
"cantle","corner, edge or slice of anything","noun"
"cantonment","small military town","noun"
"canzone","instrumental work that is melodious or song-like","noun"
"caparison","armour for a horse","noun"
"capillaceous","hairlike","adjective"
"capitation","numbering of individuals; head tax","noun"
"capriole","leap and kick performed by a trained horse","noun"
"capuchin","pointed hooded cloak worn by friars","noun"
"caracal","long-legged nocturnal cat of African and Asian savannahs with long ears","noun"
"caracole","spiral staircase; a half turn by a trained horse","noun"
"carboy","large green bottle encased in wicker","noun"
"carcanet","ornamental necklace, collar or headband","noun"
"carceral","of, like or pertaining to prisons","adjective"
"cardialgia","heartburn","noun"
"cardinal","deep scarlet red colour","noun"
"cardioid","heart-shaped","noun"
"careen","to turn a ship on its side in order to clean or repair it","verb"
"carfax","place where four roads meet; intersection of roads at center of a town","noun"
"carillon","set of bells of different sizes","noun"
"cariogenic","causing dental cavities","adjective"
"carious","of, like or pertaining to dental cavities; decayed","adjective"
"caritive","indicating lack of something","adjective"
"carminative","expelling, causing or relieving flatulence","noun"
"carnassial","specially adapted for eating flesh","adjective"
"carnet","customs or other permit; book of coupons","noun"
"carnose","fleshy; of or like flesh","adjective"
"carpal","of, like or pertaining to the wrist","adjective"
"carpophagous","fruit-eating","adjective"
"cartophily","the hobby of collecting cigarette cards","noun"
"cartulary","keeper of monastic records","noun"
"caruncle","any fleshy growth on the body","noun"
"cascabel","part behind the base-ring of a cannon","noun"
"casefy","to become or make cheese-like","verb"
"caseous","cheese-like","adjective"
"cashmere","soft twilled fabric made of fine goat's wool","noun"
"casque","helmet","noun"
"cassock","close-fitting ankle-length clergyman's garment","noun"
"catachresis","incorrect usage of a word","noun"
"catadioptric","employing both reflection and refraction of light","adjective"
"catafalque","temporary tomb used in funerals and processions","noun"
"catamite","boy kept for homosexual purposes","noun"
"cataplexy","condition feigning death used by animals","noun"
"catarrhine","of, like or pertaining to Old World Monkeys","adjective"
"catastaltic","astringent","adjective"
"catastasis","part of drama with highest action; climax ","noun"
"catchpole","constable; sheriff's officer","noun"
"catechumen","one undergoing instruction prior to conversion to Christianity","noun"
"cathead","projection near the bow of a ship to which anchor is secured","noun"
"catholicon","cure-all; panacea","noun"
"caul","net or similar covering for the head; afterbirth","noun"
"causerie","chat or gossip; short and informal essay","noun"
"cavernicolous","cave-dwelling","adjective"
"cavicorn","hollow-horned","adjective"
"cecity","blindness","noun"
"cedilla","mark placed under letter c to indicate pronunciation as s ","noun"
"ceilometer","instrument for measuring height of cloud ceiling above earth","noun"
"cella","inner chamber of a classical temple","noun"
"cellaret","case or drawer for holding wine bottles","noun"
"celt","prehistoric bevelled-edge axe","noun"
"cenacle","meeting or dining room; group with common interests","noun"
"cenote","deep natural well","noun"
"centesimal","counting or counted by hundreds or hundredths","adjective"
"centner","old unit of weight equal to about 110 pounds","noun"
"centrobaric","of, like or pertaining to the centre of gravity","adjective"
"cep","brown edible mushroom","noun"
"cephalate","having a head","adjective"
"cephalopod","creature with tentacles or limbs attached to head","noun"
"ceraceous","resembling wax","adjective"
"cerated","covered with wax","adjective"
"cerebration","unconscious action of the brain","noun"
"cerise","bright reddish-pink","adjective, noun"
"cerography","writing or printing on plates spread with wax","noun"
"cerulean","sky-blue; dark blue","adjective, noun"
"cervelat","smoked pork sausage","noun"
"cervine","of, pertaining to or resembling deer, elk or moose","adjective"
"cessionary","someone to which something is ceded","noun"
"cete","collective name for a group of badgers","noun"
"cetology","study of whales and dolphins","noun"
"chabouk","horse-whip","noun"
"chad","bits of paper punched out of paper tape or cards","noun"
"chaetophorous","in need of a shave","adjective"
"chain","unit of length equal to 22 yards","noun"
"challis","soft lightweight silk, wool or cotton fabric","noun"
"chambré","wine kept at room temperature","adjective"
"chamois","goatlike antelope of mountainous regions of Europe","noun"
"champerty","illegal contract to finance a lawsuit for a percentage fee","noun"
"chancery","church office dealing with legal matters and archives","noun"
"chantage","blackmail to prevent exposure of scandalous facts","noun"
"chanticleer","a rooster","noun"
"chaology","the study of chaos or chaos theory","noun"
"chapbook","small independently produced popular book ","noun"
"chaptalize","to add extra sugar to wine to raise alcohol content","verb"
"charivari","cacophonous mock-serenade performed for wedding","noun, verb,"
"Charleston","fast-paced 1920s dance characterized by energetic kicking","noun"
"charmeuse","soft and satiny silk fabric","noun"
"charnel","hinge of a helmet for the visor","noun"
"chartaceous","papery","adjective"
"chasmogamy","opening of a flower in order to be fertilized","noun"
"chasuble","sleeveless ecclesiastical garment","noun"
"chatelaine","ring attached to belt for carrying keys","noun"
"chatoyant","with a changing lustre; iridescent","adjective"
"chausses","mail coverings for the lower legs and feet","noun"
"cheliform","shaped like a pincer","adjective"
"chenille","velvety silk, wool or cotton fabric with protruding pile","noun"
"chersonese","peninsula","noun"
"chessel","cheese-mould","noun"
"chevelure","nebulous part of a comet","noun"
"chevet","east end of a church","noun"
"chevon","goat flesh","noun"
"chevrotain","small cloven-footed deerlike animal of southeast Asia","noun"
"chiasmus","contrast by parallelism in reverse order","noun"
"chiffon","sheer silk fabric","noun"
"chignon","knot or roll of hair worn at the back of the head","noun"
"chiliad","one thousand","noun"
"chiliastic","millenarian","noun"
"chilopod","multi-legged insect","noun"
"chimerical","imaginary; fanciful","adjective"
"chine","the intersection of the middle and sides of a boat","noun"
"chintz","glazed printed cotton fabric","noun"
"chiral","of, like or pertaining to the hand or handedness","adjective"
"chirm","collective term for goldfinches","noun"
"chiromancy","divination by means of palmistry","noun"
"chiropody","medical science of feet","noun"
"chirospasm","writer's cramp","n."
"chiru","straight-horned Tibetan antelope","noun"
"chitarrone","long double-necked lute","noun"
"chlamys","horseman's loose cloak","noun"
"chock","metal casting with curved arms for passing ropes for mooring ship","noun"
"cholelithiasis","production of gall stones","noun"
"cholic","of, like or pertaining to bile","adjective"
"chololith","gall stone","noun"
"chondrogenesis","production of cartilage","n."
"choragus","leader of a choir or organizer of musical festivals","noun"
"choreutic","of, like or pertaining to a chorus","adjective"
"chorography","written work or treatise on a region or district","noun"
"chrematistic","of, like or pertaining to the pursuit of wealth or to business","adjective"
"chrism","consecrated or holy oil","noun"
"chrismatory","vessel for holding holy oil","noun"
"chronobiology","study of biological rhythms","noun"
"chronograph","instrument for recording the moment of an event","noun"
"chronoscope","instrument for measuring very short time intervals","noun"
"chthonian","of, like or pertaining to the earth or the underworld","adjective"
"chyle","milky fluid secreted into blood by small intestine","noun"
"chyme","partially digested food","noun"
"chypre","mixture of resins used in making perfume","noun"
"ciborium","freestanding canopy to cover altar; vessel for holding eucharistic bread","noun"
"cicerone","guide; tour guide","noun"
"cilice","haircloth shirt worn as penance","noun"
"cimelia","treasures in storage","plural noun,"
"cimex","bedbug","noun"
"cineast","one who takes artistic interest in motion pictures","noun"
"cinerary","of, like or pertaining to ashes","adjective"
"cinnabar","red crystalline mercuric sulfide pigment; deep red or scarlet colour","noun"
"cippus","small column used to mark burial location","noun"
"circa","about; around","preposition, adverb"
"circinate","ring-shaped; rolled inwards; spiralling","adjective"
"circuity","motion in a roundabout course","noun"
"circumambient","going round about; encompassing","adjective"
"circumbendibus","a roundabout way or expression","noun"
"circumincession","the reciprocal existence of three parts of the Trinity in each other","noun"
"circumvallate","to surround with a rampart or fortification","adjective"
"cirriped","barnacle or other parasitic crustacean","noun"
"citrine","dark greenish-yellow","adjective"
"civet","long-tailed catlike carnivorous mammal with musk glands","noun"
"cladogenesis","origin and evolution as if branching from common ancestor","noun"
"clamant","loud; insistent; urgent","adjective"
"claptrap","showy language designed to gain praise; nonsense","noun"
"clarence","four-wheeled carriage","noun"
"classis","a group; governing body of Reformed churches","noun"
"claudication","limpness; cramp-like pain","noun"
"clavate","club-shaped","adjective"
"claviform","in the shape of a club","adjective"
"cleg","horse-fly","noun"
"clepe","to name; to call","verb"
"clerestory","upper storey of a church; windows near the roof of a building","noun"
"clerisy","scholars and educated people as a class","noun"
"clew","corner of sail with hole to attach ropes","noun"
"clientage","the whole number of one's clients","noun"
"climacteric","critical time in a person's life; any critical turning point","noun"
"clinkstone","type of igneous rock that rings when struck","noun"
"clinquant","tinselly; glittering","adjective"
"clitellum","raised band encircling an earthworm's body","noun"
"cloaca","sewer; toilet; cesspool of moral filth","noun"
"cloque","fabric with an embossed design","noun"
"clou","main point of interest; dominant idea","noun"
"clove","old weight of seven to ten pounds for wool or cheese","noun"
"clupeoid","like or resembling a herring","adjective"
"coacervate","to heap; to cause to mass together","noun"
"coadjutor","bishop assisting a diocesan bishop and having the right of succession","noun"
"coaming","raised edge around ship's hatches to keep water out","noun"
"coarctation","constriction","noun"
"coburg","thin single-twilled worsted fabric with cotton or silk","noun"
"cocciferous","bearing or yielding berries","adjective"
"cochlear","anything spiral-shaped; twisted spirally","noun"
"cockamamie","ridiculous; incredible","adjective"
"cockshy","object of criticism or ridicule","noun"
"codicology","study of manuscripts","noun"
"codon","mouth of a trumpet or bell","noun"
"coeliac","of, like or pertaining to the abdomen","adjective"
"coemption","purchase of the entire supply of a commodity","noun"
"coetaneous","of the same age; coeval","adjective"
"cofferdam","narrow vacant space between two bulkheads of a ship","noun"
"cogent","convincing; compelling","adjective"
"coign","angle; viewpoint","noun"
"col","depression or pass in a mountain range","noun"
"collectanea","collection of passages; miscellany","plural noun"
"collectivism","doctrine of communal control of means of production","noun"
"colliquation","the process of melting or wasting away","n."
"collogue","to converse confidentially; to conspire with","verb"
"colloquy","speaking together; mutual discourse","noun"
"collutory","mouthwash","noun"
"collyrium","eye lotion or ointment","noun"
"colonoscope","instrument for viewing the colon","noun"
"colorimeter","instrument for measuring and determining color","noun"
"colporteur","peddler of religious tracts and books","noun"
"colugo","flying lemur","noun"
"columbarium","a structure of vaults lined with recesses","noun"
"columella","fleshy part of nose that separates nostrils","noun"
"comb","ridge atop a helmet","noun"
"comedogenic","causing blackheads","adjective"
"comminute","to reduce or break into minute particles","verb"
"commissure","joint; joining surface","noun"
"comose","having tufts of hair; tufted; hairy","adjective"
"companionway","stairs from upper deck of ship to lower deck","noun"
"compeer","one who is equal in rank; a companion","noun"
"comper","one who habitually enters many competitions ","noun"
"complanate","level","adjective"
"complot","to plot or conspire","noun"
"compossible","possible in coexistence with something else","adjective"
"compurgation","clearing an accused person by means of oaths","noun"
"conative","of, like or pertaining to purposeful action or desire","adjective"
"concent","a harmony or concord of sounds or voices","noun"
"concertina","accordion-like instrument with two sets of keys","noun"
"conchiferous","bearing a shell","adjective"
"conchology","study of shells","noun"
"concinnity","harmony; congruity; elegance","noun"
"concision","schism; separation; division","noun"
"concordat","agreement between the pope and a secular government","noun"
"concupiscence","strong desire, appetite or lust","noun"
"confabulate","to chat; to invent past experiences","verb"
"conferva","green algae that floats on surface of stagnant water","noun"
"congee","permission to depart; dismissal; discharge","noun"
"congener","something of the same kind or nature","noun"
"conglobe","to gather together into a globe or round mass","verb"
"connubial","of, like or pertaining to marriage","adjective"
"consecution","logical sequence or progression of an argument","noun"
"consentaneous","accordant or agreeable; consistent","adjective"
"consequentialism","doctrine that morality of actions is determined by their consequences","noun"
"consociate","to ally or associate","adjective, noun, verb,"
"conspectus","comprehensive survey; synopsis; summary","noun"
"constative","capable of being true or false","adjective"
"constringe","to draw together; to cause to contract or shrink","verb"
"consuetudinary","book of customs, traditions and principles","adjective"
"contextualism","doctrine that context is essential to establishing meaning","noun"
"contra","against","preposition"
"contradistinguish","to distinguish by contrasting qualities","verb"
"contrail","condensation trail","noun"
"contraposition","opposition; contrast","noun"
"contredanse","folk dance in which two lines of couples face each other","noun"
"contumely","insolence; a scornful insult","noun"
"conurbation","city surrounded by many urban areas","noun"
"copacetic","very satisfactory; fine","adjective"
"coprolith","ball of hardened feces","n."
"coquelicot","brilliant red; poppy red","noun"
"coquillage","shell-like decoration","noun"
"coralliferous","bearing coral","adjective"
"corbel","bracket or projection from the face of a wall","noun"
"cordage","ropes in the rigging of a ship","noun"
"cordiform","heart-shaped","adjective"
"cordwainer","shoemaker","noun"
"corf","miner's basket, trolley or wagon","noun"
"corium","skin layer","noun"
"cornet","military rank of horn-bearer or standard-bearer","noun"
"corniculate","horn-shaped; horned","adjective"
"cornuted","cuckolded","adjective"
"coronach","funeral dirge","noun"
"corporal","white cloth on which Communion bread and wine are placed","adjective"
"corrade","to wear away through the action of loose solids","verb"
"corrigendum","something which requires correction","noun"
"corrody","right of lord to demand free lodging from vassal","noun"
"corvette","highly manoeuvrable armed escort ship","noun"
"corvine","crow-like; of, like or pertaining to crows or ravens","adjective"
"coryphaeus","spokesman; leader of a chorus","noun"
"cosher","to live on dependents","verb"
"cosmetology","study of cosmetics","noun"
"cosmogony","theory of the origin of the universe","noun"
"cosset","to fondle or pamper","verb"
"coterie","a social or literary circle","noun"
"cotquean","man who does women's work","noun"
"couloir","gully","noun"
"coulometer","instrument measuring amount of substance released in electrolysis","noun"
"counterblast","a defiant pronouncement or denunciation","noun"
"countermand","to revoke an order by a contrary order","verb"
"counterscarp","narrow earth band on the outer wall of a defensive ditch","noun"
"courante","quick Italian baroque dance involving running steps","noun"
"couter","armor for the elbow","noun"
"coxcomb","foolishly vain or conceited man","noun"
"cozen","to coax or deceive by trickery","verb"
"crackjaw","hard to pronounce","adjective"
"cramoisy","crimson","adjective"
"craniometer","instrument for measuring the skull","noun"
"crapulent","physically ill through overeating or overdrinking","adjective"
"crash","coarse drapery and towelling fabric","verb"
"credence","small table for holding sacred vessels","noun"
"credenza","credence table or shelf; a sideboard","noun"
"crenel","open space on a parapet used for launching projectiles at enemies","noun"
"crepehanger","pessimist; gloomy person","noun"
"crepitus","fart","noun"
"crepuscular","of, like or pertaining to twilight","adjective"
"cretaceous","of or resembling chalk; of a whitish colour","adjective"
"cretonne","heavy cotton or linen cloth","noun"
"cribration","sifting","n."
"criminogenic","causing crime","adjective"
"crosier","pastoral staff or crook held by bishop or abbot","noun"
"croze","groove in the staves of a cask","noun"
"cruciferous","bearing a cross","adjective"
"crupper","strap of saddle that passes beneath horse's tail; armour for horse's flanks","noun"
"cryobiology","study of life under cold conditions","noun"
"cryoscope","instrument for determining freezing points of substances","noun"
"cryptonym","secret name","noun"
"crystallography","study and classification of crystals","noun"
"cucullate","hooded; hood-shaped","adjective"
"cucurbit","chemical vessel used in a still or alembic","noun"
"cuddy","right of a lord to entertainment from a tenant","noun"
"cuisse","armour for the front of the thighs","noun"
"culet","armour plates for the body below the waist","noun"
"cullet","waste glass which is melted into new objects","noun"
"culm","stem of grass or sedge","noun"
"culmiferous","bearing coal-dust","adjective"
"culver","dove or pigeon","noun"
"cumuliform","shaped like a heap","adjective"
"cuneate","wedge-shaped","adjective"
"cupola","spherical vault or concave ceiling","noun"
"cupulate","of, like or pertaining to a cup; cup-shaped","adjective"
"curate","assistant to a parish priest","noun"
"curia","papal court and its officials","noun"
"curlew","long-legged migratory bird with downward-curving bill","noun"
"curricle","two-wheeled open carriage","noun"
"cursorial","used in walking or running","adjective"
"curtal","kind of archaic bassoon","adjective"
"curtilage","court or field attached to a dwelling","noun"
"curvet","to leap; to frisk","noun"
"cusec","unit of liquid flow equal to one cubic foot per second","noun"
"cuspidor","a spittoon","noun"
"cuvette","shallow dish for holding liquids","noun"
"cyaneous","sky blue","adjective"
"cyanometer","instrument for measuring blueness of the sky or ocean","noun"
"cyathiform","shaped like a cup","adjective"
"cyberphobia","fear of computers","noun"
"cyclograph","instrument for describing arcs of circles without compasses","noun"
"cyclometer","instrument for measuring revolutions of a wheel","noun"
"cyclosis","circulation","noun"
"cyesis","pregnancy","noun"
"cylix","shallow cup with long stem","noun"
"cymbiform","shaped like a boat","adjective"
"cymotrichous","wavy-haired","adjective"
"cynosure","anything that attracts attention; object of interest","noun"
"cypress","silk or cotton gauze fabric, usually black","noun"
"cyprinoid","of, like or pertaining to carp","adjective"
"cystoscope","instrument for examining the bladder","noun"
"cytogenesis","formation of cells","noun"
"cytometer","instrument for counting cells","n."
"dabchick","small grebe","noun"
"dacryops","wateriness of the eyes","n."
"dactylogram","fingerprint","noun"
"dado","large wooden moulding along bottom of wall","noun"
"dalmatic","ecclesiastical robe or other outer vestment","noun"
"damson","dark brownish purple","noun"
"darbies","handcuffs","plural noun"
"darcy","unit of permeability of rock to various substances","noun"
"dashpot","shock absorber","noun"
"dasyphyllous","having crowded, thick or woolly leaves","adjective"
"dasyure","flesh-eating marsupial","noun"
"davenport","small ornamental writing desk; large sofa","noun"
"daw","simpleton; bird of the crow family","noun"
"deadeye","rounded wooden block with hole used to set up ship's stays","noun"
"dealate","insect divested of its wings","adjective"
"deambulatory","place for walking around or about in","noun"
"deasil","sunwise motion","adverb"
"debouch","to issue or emerge; to flow from a confined place","verb"
"debridement","the removal of foreign matter from a wound","noun"
"decalescence","point in heating metal where it appears to cool","noun"
"decanal","located on south side of the choir in a church","adjective"
"decare","1000 square metres","noun"
"declivity","place that slopes downwards; inclination downwards","noun"
"decollate","to behead; to disorganize","verb"
"decorticate","to remove the bark, husk or peel of","verb"
"decrepitate","to crackle; to roast so as to cause to crackle","verb"
"decretal","of, like or pertaining to a decree","adjective"
"decrudescence","diminution or reduction of a disease","n."
"decumbent","lying down; reclining on the ground","adjective"
"decurrent","extending or running downwards","adjective"
"decussate","to divide in the form of an X; to cross or intersect","verb"
"deek","look at; see","verb"
"defalcate","to embezzle money held on trust","verb"
"defenestration","throwing a person or object out a window","noun"
"defervescence","abatement of heat; coolness; decrease of fever","noun"
"dégagé","at rest; untroubled; at ease","adjective"
"deglutition","the power or act of swallowing","noun"
"dégringolade","rapid decline or decay; downfall","noun"
"degustation","eating in a series of small portions","n."
"deicide","destruction or killing of a god","noun"
"deiform","appearing like or shaped like a god","adjective"
"deism","belief in God but rejection of religion","noun"
"delaminate","to split into layers","verb"
"delative","indicating motion downward","adjective"
"delf","drain; ditch; excavation","noun"
"deliquesce","to melt into liquid by absorbing moisture","verb"
"delphinine","of, like or pertaining to dolphins","noun"
"deltoid","shaped like a delta or triangle","noun"
"demagogue","political agitator appealing to popular prejudices","noun"
"démenti","official denial or refusal","noun"
"demerge","to immerse; to plunge","verb"
"demesne","feudal manor-house with adjacent lands","noun"
"demonolatry","worship of or devotion to demons","noun"
"demotic","of, like or pertaining to the common people","adjective"
"demurrage","delay of vessel's departure or loading with cargo","noun"
"dendriform","shaped like a tree","adjective"
"dendrochronology","study of tree rings","noun"
"densitometer","instrument for measuring optical or photographic density","noun"
"denticle","small toothlike structure","noun"
"dentigerous","toothed; bearing teeth","adjective"
"dentine","ivory-like material making up teeth","noun"
"dentirostral","with notched beak","adjective"
"deontic","of or relating to duty or obligation","adjective"
"depurate","to purify","verb"
"dermatoglyphics","the study of skin patterns and fingerprints","noun"
"dermatology","study of skin","noun"
"desiderium","longing or yearning","noun"
"despoliation","despoiling; despoilment","noun"
"despumate","to throw off impurities in foam; to skim; to remove scum","verb"
"desultory","jumping from one thing to another; rambling; unplanned","adjective"
"detinue","wrongful seizure of property; action to recover it","noun"
"detritus","waste or debris","noun"
"detumescence","diminution of swelling","noun"
"deuterogamy","second marriage after the death of the first wife","noun"
"devisee","one to whom property is bequeathed in a will","noun"
"dewlap","turkey's wattle; flap of skin under the throat","noun"
"dexter","relating to the right side of a heraldic shield","adjective"
"dhole","wild Indian dog","noun"
"diablerie","magic; sorcery; mischief","noun"
"diaconicon","sacristy for sacred vessels in Orthodox churches","noun"
"diacope","rhetorical separation of a compound word by a third word; tmesis","noun"
"diacritic","making a distinction; aiding a diagnosis or evaluation","noun"
"diaeresis","two dots placed over a vowel to indicate a syllable break (naïve)","noun"
"diagraph","instrument for enlarging or projecting drawings","noun"
"dialectology","study of dialects","noun"
"diamanté","glittering; decoration using glitter","noun"
"dianoetic","capable of, like or pertaining to thought","adjective"
"diaphanous","transparent; translucent","adjective"
"diaphoresis","artificially induced sweat","noun"
"diastema","space between teeth","noun"
"diatessaron","medicine of four ingredients","noun"
"diathesis","particular condition of body or mind; predisposing factor","noun"
"dibble","pointed tool for making holes for seeds or plants","noun"
"dichogamous","having males and females maturing at different rates","adjective"
"dichroscope","instrument for examining crystals for dichroism","noun"
"didapper","someone who disappears and bobs up again","noun"
"diesis","double dagger sign","noun"
"diffident","overly shy or modest","adjective"
"diffluent","readily flowing away","adjective"
"diffractometer","instrument for determining structure of crystal through light diffraction","noun"
"digitate","having or resembling fingers","adjective"
"digitigrade","walking on the toes alone","adjective"
"digoneutic","double brooded","adjective"
"dilacerate","to rend or tear asunder","verb"
"dilatometer","instrument for measuring expansion","noun"
"dilettante","dabbler or lover of fine arts","noun"
"diluent","diluting","adjective"
"dimerous","consisting of two parts","adjective"
"dimissory","sending away or giving leave to depart; dismissing","adjective"
"dioptometer","instrument for measuring focus or refraction of the eyes","noun"
"dioptric","transparent","adjective"
"diotic","affecting both ears","adjective"
"diphyodont","having second set of teeth that replaces the first","adjective"
"dipsosis","pathological great thirst","n."
"diptych","pair of pictures on hinged panels; register of bishops and saints","noun"
"disafforest","to clear of forest; to disforest","verb"
"disbosom","to make known; to reveal","verb"
"discarnate","disembodied; separated from the body","adjective"
"discerptible","able to be separated","adjective"
"discission","open incision or cut","noun"
"discography","catalogue or listing of musical recordings","noun"
"discombobulate","to disconcert; to upset","verb"
"discophile","one who loves and studies sound recordings","noun"
"discountenance","to abash; to discourage","verb"
"disembogue","to discharge or eject into the sea","verb"
"diseuse","female orator or reciter of verse","noun"
"disport","to play about, frolic or gambol","verb"
"dissepiment","partition or separation of tissue","noun"
"dissimulate","to pretend; to feign; to fake","verb"
"distaff","of, like or pertaining to the female branch of a family or women's work","noun"
"distraint","seizure of goods","noun"
"distributary","branch of river that flows away from the main stream","noun"
"dit","poem; words of a song","noun"
"ditokous","producing two at a birth or in a clutch","adjective"
"dittography","unintentional repetition of letters in print","noun"
"divagate","to digress; wander about","verb"
"diverticulum","blind passage or tunnel","noun"
"divulsion","act of pulling or rendering apart or away","noun"
"dizen","to dress up; to dress gaudily","verb"
"dodger","shield against rain or spray on a ship's bridge","noun"
"dogcart","light two-wheeled carriage with seats back-to-back","noun"
"doit","a trifle or minor thing","noun"
"dolichocephalic","long-headed","adjective"
"donative","benefice presented to church without reference to bishop","noun"
"dop","copper cup for holding a diamond while cutting it","noun"
"dormer","gabled window","noun"
"dornick","stout linen","noun"
"dorsad","towards the back","adverb"
"dosimeter","instrument for measuring dose of radiation","noun"
"dossil","plug; spigot; wad of lint for wiping a wound","noun"
"douanier","customs official","noun"
"douc","southern Chinese monkey","noun"
"douceur","gentleness or sweetness; a subtly offered bribe","noun"
"douroucouli","small South American nocturnal monkey","noun"
"dowlas","coarse linen","noun"
"doxastic","of, like or pertaining to opinion","adjective"
"doxology","hymn or verse of praise to God","noun"
"drabble","to besmear; bedraggle","verb"
"dragoon","to compel by military bullying; to compel by force","noun"
"dramaturgy","art of producing and staging dramatic works","noun"
"dreikanter","three-faced pebble worn by wind","noun"
"dripstone","stone projection used to dispose of rainwater","noun"
"drollery","drollness; comic show; jest","noun"
"drosometer","instrument for measuring dew","noun"
"drumlin","long hill formed by glacial retreat","noun"
"drupaceous","of, like or pertaining to drupes or stone-fruits","adjective"
"duarchy","government by two people; diarchy","noun"
"dubiety","doubtfulness","noun"
"dubitative","mood signifying doubt or incertitude","adjective"
"duck","amphibious military truck","noun"
"dudgeon","resentment; offended resignation","noun"
"duenna","governess; chaperone","noun"
"dugong","aquatic herbivorous mammal like the manatee","noun"
"dulocracy","government by slaves; doulocracy","noun"
"dun","dull greyish brown","verb"
"dungaree","heavy coarse durable twilled cotton, usually coloured","noun"
"dunnage","wood laid in hold to keep cargo dry and safe","noun"
"duodenary","of, like or pertaining to the number twelve","adjective"
"dupion","coarse silk","noun"
"durance","stout heavy wool-based fabric","noun"
"durative","continuing; not completed; undergoing transformation","adjective"
"duumvirate","governing council or body of two individuals","noun"
"dwale","stupefying drink","noun"
"dyarchy","government by two people; diarchy","noun"
"dynamograph","instrument for recording mechanical forces","n."
"dyne","unit of force to accelerate 1 gram to 1 cm per second per second","noun"
"dysgenesis","sterility in hybrid creatures","noun"
"dyslogia","inability to express ideas due to mental incompetence","noun"
"dysmorphophobia","fear of physical deformities","noun"
"dysphemism","replacement of an inoffensive by an offensive word","noun"
"dysphoria","uneasiness; restlessness; general depression","noun"
"dysteleology","study of purposeless organs; doctrine of purposelessness","noun"
"dystopia","place where all is as bad as possible","noun"
"eagre","sudden rise of tide in a river","noun"
"earwig","a small insect; to bias; to pester with demands; to eavesdrop","noun"
"ebullition","boiling over; agitation; outbreak","noun"
"ecaudate","tailless","adjective"
"ecclesiology","study of church affairs","noun"
"eccrinology","study of excretion","noun"
"ecesis","the establishment of a plant or animal in a new habitat","noun"
"echidna","Australian toothless spined monotreme resembling a hedgehog","noun"
"echolalia","echo-like repetition of another's words","noun"
"eclipsis","omission of sounds or words in speech","noun"
"eclogue","pastoral or rustic poem","noun"
"ecmnesia","loss of memory of the events of a specific period","n."
"ecru","off-white","adjective"
"ectopia","displacement of internal organs in the body","noun"
"edh","letter in Old English representing voiced 'th' sound","noun"
"efferent","carrying outward or away","adjective"
"effluvium","invisible emanation; offensive exhalation or smell","noun"
"eft","again; afterwards","noun"
"egad","mild oath","interjection"
"eidetic","vivid mental image or memory","adjective"
"eisegesis","faulty interpretation or explanation of text","noun"
"ekistics","study of human settlement","noun"
"elapid","of, like or pertaining to cobras","noun"
"elative","indicating movement out of or away from","adjective"
"electrocardiograph","instrument for recording unusual electrical fluctuations of the heart","noun"
"electrodynamometer","instrument for measuring electrical current","noun"
"electrogenesis","production of electricity","noun"
"electromyograph","instrument for diagnosing neuromuscular disorders","noun"
"electroretinograph","instrument for measuring electrical activity in the retina","noun"
"electrostatics","study of static electricity","noun"
"eleemosynary","of, like or pertaining to charity or giving alms; dependent on charity","adjective"
"elenctic","of, like or pertaining to argument; cross-examination or refuting","adjective"
"elide","omit; ignore; suppress or abridge","verb"
"ell","old unit of length equal to 45 inches","noun"
"ellipsograph","instrument for describing ellipses","noun"
"elution","purification or separation by washing","n."
"em","unit of measuring width of typeface where width of letters equals height","noun"
"email","type of dark ink","noun"
"embonpoint","stout; plump or full in figure; corpulent","noun"
"embower","to place in a bower; to shelter with trees","verb"
"embrangle","to confuse or perplex","verb"
"embrocate","to moisten and rub with a lotion","verb"
"emendation","correction; usually of a text","noun"
"emesis","the act of vomiting","noun"
"emiction","the discharging of urine","noun"
"emmenagogue","drug aiding menstrual flow","noun"
"emmet","ant","noun"
"emolument","payment; profit arising from employment","noun"
"emotivism","theory that moral statements are inherently biased","noun"
"empennage","airplane's tail unit","noun"
"emprise","adventurous undertaking","noun"
"empyreal","of, like or pertaining to heaven; sublime; skyward","adjective"
"emunctory","conveying waste; pertaining to nose-blowing","noun"
"enallage","the exchange of one grammatical case for another","noun"
"enantiomorph","object which is the mirror image of another","noun"
"enantiosis","ironic expression of idea by refuting its contrary","noun"
"encaenia","anniversary festival of renewal of an institution","noun"
"enceinte","pregnant","adjective"
"encephaloid","like or resembling a brain","adjective"
"enchorial","belonging to or used in a country; domestic","adjective"
"encomiast","person who utters encomiums; praiser","noun"
"encomium","glowing and warmly enthusiastic praise","noun"
"encyclical","letter sent by the pope to multiple bishops","noun"
"endocrinology","study of glands","noun"
"energism","theory that the highest good is contented thought rather than pursuit of pleasure","noun"
"enervate","to weaken","verb"
"engram","lasting effect on memory","noun"
"enjambment","continuation of the sense of a verse without pause","noun"
"ennead","any group of nine objects","noun"
"enounce","to enunciate; to proclaim","verb"
"ensanguine","to cover with blood","verb"
"ensign","large naval flag","noun"
